image_filename,日文名字 Japanese Name,中文名字 Chinese Name,类型 Type,相关作品 Relevant Work,相关人物 Relevant Character,相关柄图 Relevant Image,相关活动 Relevant Event,发行商经销商 Distributor,发行日期 Release Date,发行价格 Release Price ,发行地区 Release Region,信息来源 Resource,地点 Location,具体位置 Address,营业时间 Operation Hours,详细信息 Detailed Information
136.jpg,『カラオケ行こ！』原作・和山やま描き下ろし複製色紙,《去唱卡拉OK吧！》动画版蓝光碟&DVD盒装首刷特典 - 和山山复制原画 - 成田狂儿,色纸,"去唱卡拉OK吧（动画）, 去唱卡拉OK吧 （漫画）",成田狂儿,,,,12/24/2025,N/A 赠品,日本,,,,,《去唱卡拉OK吧！》BD＆DVD BOX 首刷特典 和山山原作复制色纸
137.jpg,『夢中さ、きみに。』原作・和山やま描き下ろし複製色紙,《为你着迷。》动画版蓝光碟&DVD盒装首刷特典 - 和山山复制原画 - 江间让二&林美良&目高优一&二阶堂明,色纸,"为你着迷（动画）, 为你着迷（漫画）","二阶堂明, 目高优一, 林美良, 江间让二",,,,12/24/2025,N/A 赠品,日本,,,,,《为你着迷。》BD＆DVD BOX 首刷特典 和山山原作复制色纸
138.jpg,,《为你着迷。》原装笔记本,笔记本,为你着迷（动画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,アニメイト Animate A店,8/14/2025,N/A 赠品,日本,https://karaoke-muchusa.com/muchusa/news.html#news-250814-2,,,,"如果您在 Animate 预购《为你着迷。》蓝光和 DVD 套装，即可获得一本原版笔记本（先到先得）！
【活动时间】2025年8月14日（星期四）上午10:00起 *送完即止 【特典发放日期】2025年12月24日（星期三）起，与《为你着迷。》蓝光&DVD套装同时发放 【目标商品】《为你着迷。》蓝光&DVD套装 ([BD] ZMAZ-18231 / [DVD] ZMSZ-18241) 【目标店铺】所有Animate店铺（包括邮购） 【赠品】原创笔记本 *商品规格如有变更，恕不另行通知。 *特典数量有限，送完即止。敬请留意。"
139.jpg,,《去唱卡拉OK吧！》杯垫+封套,杯垫 杯套,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,アニメイト Animate A店,8/14/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/news.html,,,,"如果您在 Animate 预购《去唱卡拉OK吧！》蓝光和 DVD 套装，您将获得“唱片风格的杯垫，附带原装封套”，先到先得！
【活动时间】2025年8月14日（星期四）上午10:00起 *售完即止 【特典发放日期】2025年12月24日（星期三）起，与《去唱卡拉OK吧！》蓝光&DVD套装同时发放 【目标商品】《去唱卡拉OK吧！》蓝光&DVD套装（[BD] ZMAZ-18201 / [DVD] ZMSZ-18211） 【目标店铺】所有Animate店铺（包括邮购） 【赠品】唱片造型杯垫（含原版封套） *商品规格如有变更，恕不另行通知。 *特典数量有限，送完即止。敬请留意。"
140.jpg,,《去唱卡拉OK吧！》原画贴纸套装,贴纸,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,カドスト Kadokawa 角川商店,8/14/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/news.html,,,,"如果您在 角川商店预购动画《去唱卡拉OK吧！》蓝光&DVD盒装版，即可在发售日当天按先到先得的方式获得“原画贴纸套装”！
【活动期间】2025年8月14日（星期四）上午10:00起 *赠品送完即止 【赠品发货日期】2025年12月24日（星期三）起，与蓝光&DVD套装同时发货 【目标商品】去唱卡拉OK吧！蓝光&DVD套装（[BD] ZMAZ-18201 / [DVD] ZMSZ-18211） 【赠品】去唱卡拉OK吧！”原创场景贴纸套装 【目标商店】角川商店
https://store.kadokawa.co.jp/shop/e/ekanm0090/"
141.jpg,,《为你着迷。》原画贴纸套装,贴纸,为你着迷（动画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,カドスト Kadokawa 角川商店,8/14/2025,N/A 赠品,日本,https://karaoke-muchusa.com/muchusa/news.html,,,,"如果您在 角川商店预购动画《为你着迷。》蓝光&DVD盒装版，即可在发售日当天按先到先得的方式获得“原画贴纸套装”！
【活动期间】2025年8月14日（星期四）上午10:00起 *赠品送完即止 【赠品发货日期】2025年12月24日（星期三）起，与蓝光&DVD套装同时发货 【目标商品】《为你着迷。》蓝光&DVD套装（[BD] ZMAZ-18201 / [DVD] ZMSZ-18211） 【赠品】《为你着迷。》原创场景贴纸套装 【目标商店】角川商店
https://store.kadokawa.co.jp/shop/e/ekanm0090/"
142.jpg,,《去唱卡拉OK吧！》成田狂儿 & 冈聪实 亚克力板 + 徽章*2,"亚克力立牌亚克力板, 徽章吧唧",去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,カドスト Kadokawa 角川商店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《去唱卡拉OK吧！》动画版盒装DVD/蓝光碟 角川 购入 特典
143.jpg,,《为你着迷。》目高优一 & 二阶堂明 亚克力板 + 徽章*2,"亚克力立牌亚克力板, 徽章吧唧",为你着迷（动画）,"二阶堂明, 目高优一",,,カドスト Kadokawa 角川商店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《为你着迷。》动画版盒装DVD/蓝光碟 角川 购入 特典
144.jpg,,《去唱卡拉OK吧！》成田狂儿 & 冈聪实 人物画板+明信片,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实","聪实 吃炒饭, 狂儿 唱红",,Amazon.co.jp 亚马逊日本,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《去唱卡拉OK吧！》/《为你着迷。》 动画版盒装DVD/蓝光碟 亚马逊 购入 特典
145.jpg,,《去唱卡拉OK吧！》成田狂儿 & 冈聪实 亚克力钥匙扣,亚克力挂件,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,アニメイト Animate A店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《去唱卡拉OK吧！》动画版盒装DVD/蓝光碟 A店 购入 特典
146.jpg,,《为你着迷。》林美良 & 目高优一 亚克力钥匙扣,亚克力挂件,为你着迷（动画）,"林美良, 江间让二",,,アニメイト Animate A店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《为你着迷。》动画版盒装DVD/蓝光碟 A店 购入 特典
147.jpg,,《去唱卡拉OK吧！》成田狂儿 & 冈聪实 《为你着迷。》林美良 & 目高优一 收纳盒,收纳盒,"去唱卡拉OK吧（动画）, 为你着迷（动画）","成田狂儿, 冈聪实, 林美良, 江间让二",,,アニメイト Animate A店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《去唱卡拉OK吧！》/《为你着迷。》 动画版盒装DVD/蓝光碟 A店 购入 特典
148.jpg,,《为你着迷。》林美良 & 目高优一 A5 人物精美图画和亚克力钥匙扣,"亚克力挂件, 纸片子",为你着迷（动画）,"林美良, 江间让二",,,楽天ブックス Rakuten 乐天,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《去唱卡拉OK吧！》/《为你着迷。》 动画版盒装DVD/蓝光碟 乐天 购入 特典
149.jpg,,《去唱卡拉OK吧！》成田狂儿 & 冈聪实 迷你透明收纳袋套装,包包 收纳袋,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,"アニメイト Animate A店, カドスト Kadokawa 角川商店",12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,"《去唱卡拉OK吧！》&《为你着迷。》 动画版盒装DVD/蓝光碟 A店 & 角川 同时购入特典
为庆祝TV动画《去唱卡拉OK吧！》和《我为你着迷。》蓝光/DVD套装发售，特此举办同步购买活动！活动期间，凡在指定店铺购买《去唱卡拉OK吧！》蓝光/DVD套装和《我为你着迷。》蓝光/DVD套装各一份的顾客，即可在发售日当天获赠“印有动画原画的迷你透明收纳袋套装”，先到先得！数量有限，欲购从速！
【参与店铺】
・Kadosuto・Amazon.co.jp
*仅限商品描述中带有“【Amazon.co.jp限定版】（厂商特典：印有原创动画插图的迷你透明收纳袋套装）”字样的商品参与活动。
・所有Animate商店（包括邮购）・Sofmap（仅销售视频软件的商店，包括dotcom）/Animega（部分Animega商店除外）・HMV（包括线上商店）・Neo Wing・AmiAmi・Seven Net Shopping・Rakuten Books
*仅限商品描述中带有“【Rakuten Books限定同步购买特典+同步购买特典】”字样的商品参与活动。"
150.jpg,,《为你着迷。》林美良 & 目高优一 迷你透明收纳袋套装,包包 收纳袋,为你着迷（动画）,"林美良, 江间让二",,,"アニメイト Animate A店, カドスト Kadokawa 角川商店",12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,"《去唱卡拉OK吧！》&《为你着迷。》 动画版盒装DVD/蓝光碟 A店 & 角川 同时购入特典
为庆祝TV动画《去唱卡拉OK吧！》和《为你着迷。》蓝光/DVD套装发售，特此举办同步购买活动！活动期间，凡在指定店铺购买《一起去卡拉OK吧！》蓝光/DVD套装和《我为你着迷。》蓝光/DVD套装各一份的顾客，即可在发售日当天获赠“印有动画原画的迷你透明收纳袋套装”，先到先得！数量有限，欲购从速！
【参与店铺】
・Kadosuto・Amazon.co.jp
*仅限商品描述中带有“【Amazon.co.jp限定版】（厂商特典：印有原创动画插图的迷你透明收纳袋套装）”字样的商品参与活动。
・所有Animate商店（包括邮购）・Sofmap（仅销售视频软件的商店，包括dotcom）/Animega（部分Animega商店除外）・HMV（包括线上商店）・Neo Wing・AmiAmi・Seven Net Shopping・Rakuten Books
*仅限商品描述中带有“【Rakuten Books限定同步购买特典+同步购买特典】”字样的商品参与活动。"
151.jpg,,《去唱卡拉OK吧！》配音声优签名剧本 第1版,签名剧本,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,"アニメイト Animate A店, カドスト Kadokawa 角川商店",7/30/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,"- 在以下列出的角川&A店的参与商店预订或购买动画《去唱卡拉OK吧！》蓝光&DVD套装的顾客，将有机会参加抽奖，赢取由声优签名的剧本。12/24/2025
- 每周活动！《去唱卡拉OK吧！》声优签名剧本赠送活动 第1弹 7/30/2025"
152.jpg,,《去唱卡拉OK吧！》配音声优签名剧本 第2版,签名剧本,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,8/6/2025,,日本,https://karaoke-muchusa.com/karaoke/special.html,,,,- 每周活动！《去唱卡拉OK吧！》声优签名剧本赠送活动 第2弹   8/6/2025
153.jpg,,《去唱卡拉OK吧！》配音声优签名剧本 第3版,签名剧本,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,8/13/2025,,日本,https://karaoke-muchusa.com/karaoke/special.html,,,,- 每周活动！《去唱卡拉OK吧！》声优签名剧本赠送活动 第3弹   8/13/2025
154.jpg,,《去唱卡拉OK吧！》配音声优签名剧本 第4版,签名剧本,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,8/20/2025,,日本,https://karaoke-muchusa.com/karaoke/special.html,,,,- 每周活动！《去唱卡拉OK吧！》声优签名剧本赠送活动 第4弹   8/20/2025
155.jpg,,《去唱卡拉OK吧！》配音声优签名剧本 第5版,签名剧本,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,10/1/2025,,日本,https://karaoke-muchusa.com/karaoke/special.html,,,,- 每周活动！《去唱卡拉OK吧！》声优签名剧本赠送活动 第5弹   10/1/2025
156.jpg,,《为你着迷。》配音声优签名剧本 第1版,签名剧本,为你着迷（动画）,"林美良, 江间让二",,,,8/27/2025,N/A 抽赏赠品,日本,https://karaoke-muchusa.com/muchusa/special.html,,,,- 每周活动！《为你着迷。》声优签名剧本赠送活动 第1弹  8/27/2025
157.jpg,,《为你着迷。》配音声优签名剧本 第2版,签名剧本,为你着迷（动画）,"林美良, 江间让二",,,,9/3/2025,N/A 抽赏赠品,日本,https://karaoke-muchusa.com/muchusa/special.html,,,,- 每周活动！《为你着迷。》声优签名剧本赠送活动 第2弹  9/3/2025
158.jpg,,《为你着迷。》配音声优签名剧本 第3版,签名剧本,为你着迷（动画）,"林美良, 江间让二",,,,9/10/2025,N/A 抽赏赠品,日本,https://karaoke-muchusa.com/muchusa/special.html,,,,- 每周活动！《为你着迷。》声优签名剧本赠送活动 第3弹  9/10/2025
159.jpg,,《为你着迷。》配音声优签名剧本 第4版,签名剧本,为你着迷（动画）,"二阶堂明, 目高优一",,,,9/17/2025,N/A 抽赏赠品,日本,https://karaoke-muchusa.com/muchusa/special.html,,,,- 每周活动！《为你着迷。》声优签名剧本赠送活动 第4弹  9/17/2025
160.jpg,,《为你着迷。》配音声优签名剧本 第5版,签名剧本,为你着迷（动画）,"二阶堂明, 目高优一",,,,9/24/2025,N/A 抽赏赠品,日本,https://karaoke-muchusa.com/muchusa/special.html,,,,- 每周活动！《为你着迷。》声优签名剧本赠送活动 第5弹  9/24/2025
161.jpg,,亚克力双层立牌 ,亚克力立牌亚克力板,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 KTV 俯拍,,PASH! 编辑部,10/16/2025,3000,日本,https://x.com/magazine_pash/status/1978746463262744749,,,,"PASH！2025年10月刊：可填写申请单订购原创双面亚克力立牌，价格3000日元。
🎤《去唱卡拉OK吧！》原创亚克力立牌🎤
申请截止日期为10月20日星期一
插画采用双层设计，营造出独特的立体感。
千万不要错过这个机会！"
162.jpg,,海报,海报,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 KTV 俯拍,,PASH! 编辑部,9/10/2025,N/A 赠品,日本,https://pashstore.base.shop/items/122940133,,,,"双面海报：《去唱卡拉OK吧！》+《光死去的夏天》
尺寸：A1"
163.jpg,,A店特典 明信片,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 KTV 俯拍,,アニメイト Animate A店,9/3/2025,N/A 赠品,日本,https://x.com/goods_info_01/status/1963174257787351049,,,,"Animate实体店及Animate线上商城特惠
在Animate购物即可获赠“Karaoke Ikou!”明信片一张！（数量有限，送完即止）"
164.jpg,,熊猫头宣传卡,纸片子,为你着迷（动画）,"林美良, 江间让二",林美良 熊猫头,,カドスト Kadokawa 角川商店,9/19/2025,N/A 赠品,日本,https://x.com/karaokemuchusa/status/1969215684874833980,,,,- A店东京池袋《为你着迷。》熊猫贺卡免费发放 8/17/2025
165.jpg,,话筒造型明信片,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,11/9/2024,N/A 赠品,日本,https://x.com/karaokemuchusa/status/1852297031370645984,,,,- Animate Girl Festival 2024 《去唱卡拉OK吧！》《为你着迷。》明信片派发 11/9/2024
166.jpg,,明信片,纸片子,为你着迷（动画）,"二阶堂明, 林美良",,,,11/9/2024,N/A 赠品,日本,https://x.com/karaokemuchusa/status/1852297031370645984,,,,- Animate Girl Festival 2024 《去唱卡拉OK吧！》《为你着迷。》明信片派发 11/9/2024
167.jpg,,宣传明信片,纸片子,"去唱卡拉OK吧（动画）, 为你着迷（动画）","成田狂儿, 冈聪实",,,,3/22/2025,N/A 赠品,日本,https://karaoke-muchusa.com/muchusa/news.html,,,,"- Anime Japan 2025 & A店 《去唱卡拉OK吧！》《为你着迷。》明信片派发

尺寸：258*183mm"
168.jpg,,场面写相卡套装（一套6张）,纸片子,"去唱卡拉OK吧（动画）, 为你着迷（动画）","二阶堂明, 目高优一, 林美良, 江间让二",,,アニメイト Animate A店,11/15/2025,N/A 赠品,日本,https://x.com/karaokemuchusa/status/1978658406266286282,,,,- 《去唱卡拉OK吧！》《为你着迷。》动画版 蓝光DVD套装发售纪念座谈会 11/15/2025
169.jpg,,A店 冈聪实封面 会员卡,"线上：会员卡, 非实体",去唱卡拉OK吧 （漫画）,冈聪实,聪实 狂儿 咲茶店对视,,,4/1/2025,N/A 赠品,日本,https://nijimen.kusuguru.co.jp/topics/546524,,,,- A店 2025年 成田狂儿 5.5 & 冈聪实 4.1 生日庆典 4/1/2025
170.jpg,,A店 成田狂儿 会员卡,"线上：会员卡, 非实体",去唱卡拉OK吧 （漫画）,成田狂儿,聪实 狂儿 咲茶店对视,,,4/1/2025,N/A 赠品,日本,https://nijimen.kusuguru.co.jp/topics/546524,,,,- A店 2025年 成田狂儿 5.5 & 冈聪实 4.1 生日庆典 4/1/2025
171.jpg,バースデーカード 成田狂児 3種,成田狂儿 2024 生日B6 明信片 (共3种）,纸片子,去家庭餐厅吧（漫画）,成田狂儿,"聪实 狂儿 咲茶店对视, 聪实 狂儿 中餐馆点单, 狂儿 吃巴菲",,,4/1/2025,N/A 赠品,日本,https://nijimen.kusuguru.co.jp/topics/546524,,,,"- A店 2025年 成田狂儿 5.5 & 冈聪实 4.1 生日庆典 4/1/2025

- 尺寸：130*183mm"
172.jpg,バースデーカード 岡聡実 3種,冈聪实 2024 生日B6 明信片（共3种）,纸片子,去家庭餐厅吧（漫画）,冈聪实,"聪实 狂儿 咲茶店对视, 聪实 狂儿 中餐馆点单, 聪实 萨莉亚 接饮料",,,4/1/2025,N/A 赠品,日本,https://nijimen.kusuguru.co.jp/topics/546524,,,,"- A店 2025年 成田狂儿 5.5 & 冈聪实 4.1 生日庆典 4/1/2025

- 尺寸：130*183mm"
173.jpg,『カラオケ行こ！』誕生日アルバム風チラシ,《去唱卡拉OK吧！》专辑风格生日宣传单,纸片子,"去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,4/1/2025,N/A 赠品,日本,https://x.com/animateniigata/status/1909194014403998090,,,,"- A店 2025年 成田狂儿 5.5 & 冈聪实 4.1 生日庆典 4/1/2025

尺寸：150*210mm"
174.jpg,,成田狂儿 & 冈聪实 文件夹,文件夹,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,9/1/2025,N/A 赠品,日本,,,,,アニメディア 2025年9月刊 特典
175.jpg,,成田狂儿 & 冈聪实 明信片,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,9/1/2025,N/A 赠品,日本,,,,,アニメディア 2025年9月刊 特典
176.jpg,,成田狂儿 & 冈聪实 自裁剪相纸,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,9/1/2025,N/A 赠品,日本,,,,,アニメディア 2025年9月刊 特典
177.jpg,,成田狂儿 & 冈聪实 海报,海报,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 橘子树,,,7/30/2025,N/A 赠品,日本,,,,,"spoon.2Di vol.124 特典
尺寸：A2"
178.jpg,,成田狂儿 & 冈聪实  亚克力立牌,亚克力立牌亚克力板,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 橘子树,,,7/30/2025,3300,日本,,,,,spoon.2Di vol.124 读者申请预购亚克力立牌
179.jpg,,成田狂儿 & 冈聪实 海报,海报,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",丰田世纪,,,9/1/2025,N/A 赠品,日本,,,,,"Animage(アニメージュ) 特典
尺寸：A3"
180.jpg,,成田狂儿 & 冈聪实 亚克力立牌,亚克力立牌亚克力板,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",丰田世纪,,,8/7/2025,2200,日本,https://www.tokuma-shop.com/SHOP/TSANI236.html,,,,"2025年9月刊《Animage》读者申请预购亚克力立牌

柄图出自2025年9月刊《Animage》杂志封面，预计12月下旬2025发货。
<产品内容>
手办 约145mm x 105mm
底座 约102mm x 32mm
"
181.jpg,カラオケ行こ! 公式ビジュアルガイド ,《去唱卡拉OK吧！》动画 公式书,📚 书,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,コミックビーム編集部コミックビーム Comic Beam,12/12/2025,2640,日本,https://www.amazon.co.jp/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1%E8%A1%8C%E3%81%93-%E5%85%AC%E5%BC%8F%E3%83%93%E3%82%B8%E3%83%A5%E3%82%A2%E3%83%AB%E3%82%AC%E3%82%A4%E3%83%89-%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%83%93%E3%83%BC%E3%83%A0%E7%B7%A8%E9%9B%86%E9%83%A8/dp/4047385522/ref=books_/hz/dp/data_desktop_mfs_organic_multientitysimsww_2?_encoding=UTF8&pd_rd_w=UWtFQ&content-id=amzn1.sym.7e670a1b-9fca-4006-b441-31195b5c4154&pf_rd_p=7e670a1b-9fca-4006-b441-31195b5c4154&pf_rd_r=ZTWKYHD6FDBSQAEQX8YD&pd_rd_wg=2918N&pd_rd_r=d5f53945-6d1a-41b8-adad-3e0272d206ce,,,,"走进TV动画《去唱卡拉OK吧！》的幕后！
一位初中三年级男生和一位黑道成员，一段因卡拉OK而结下的奇妙友谊。
《去唱卡拉OK吧！》动画官方视觉指南现已推出！
● 收录大量精心绘制的角色设定图，细节之处尽显匠心！
● 精选美术设定图、画板、道具设定图、原画等等！
● 收录堀江瞬（冈聪实声优）和小野大辅（成田狂儿声优）的对话及个人访谈，以及全新拍摄的写真照片！
● 收录原作作者和山山先生的特别评论！
● 收录导演中谷麻美及其他工作人员的特别访谈！"
182.jpg,夢中さ、きみに。 公式ビジュアルガイド,《为你着迷。》动画 公式书,📚 书,为你着迷（动画）,"二阶堂明, 林美良",,,コミックビーム編集部コミックビーム Comic Beam,12/12/2025,2640,日本,https://www.amazon.co.jp/-/en/%E5%A4%A2%E4%B8%AD%E3%81%95%E3%80%81%E3%81%8D%E3%81%BF%E3%81%AB%E3%80%82-%E5%85%AC%E5%BC%8F%E3%83%93%E3%82%B8%E3%83%A5%E3%82%A2%E3%83%AB%E3%82%AC%E3%82%A4%E3%83%89-%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%83%93%E3%83%BC%E3%83%A0%E7%B7%A8%E9%9B%86%E9%83%A8/dp/4047385530/ref=pd_bxgy_d_sccl_1/356-9235175-6547912?pd_rd_w=F50VX&content-id=amzn1.sym.dee070b1-16ee-44ca-b1c2-031bd9c55b61&pf_rd_p=dee070b1-16ee-44ca-b1c2-031bd9c55b61&pf_rd_r=HEZD7P1243ER206SRSWE&pd_rd_wg=uwzkV&pd_rd_r=af3ecff1-d30a-42d1-bdab-153bee7db493&pd_rd_i=4047385530&psc=1,,,,"带你一窥TV动画《为你着迷。》的幕后故事。
如果你好奇的话，那就准备好坐上后座吧……
官方视觉设定集《为你着迷。》现已推出！深入探索动画的设定世界。
● 收录大量精心绘制的角色设定图，细节之处尽显匠心！
● 精选美术设定图、画板、道具设定图、原画等等！
● 收录小野贤章（饰演林美良）、内山昂辉（饰演江间让二）、冈本信彦（饰演二阶堂明）和小野友树（饰演目高优一）的对话及个人访谈，以及全新拍摄的写真照片！
● 收录原作作者和山山的特别评论！
● 收录包括导演中谷麻美在内的制作团队特别访谈！"
183.jpg,,杯垫 （一套9个）,杯垫 杯套,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,8/7/2025,,日本,https://x.com/maneki_collabo/status/1953290010003948032,,,,"- 《去唱卡拉OK吧！》x 招财猫卡拉OK 联名活动  8/7/2025
每购买一杯饮品，即可获得一款随机杯垫（共9款）。"
184.jpg,,明信片（一套7张）,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,8/7/2025,,日本,https://x.com/maneki_collabo/status/1953290010003948032,,,,"- 《去唱卡拉OK吧！》x 招财猫卡拉OK 联名活动  8/7/2025
每购买一杯特饮或一份食品，即可获得一款随机明信片（共9款）。"
185.jpg,,手机壁纸 （一套3张）,"线上：手机壁纸, 非实体",去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,8/7/2025,,日本,https://x.com/maneki_collabo/status/1953290010003948033,,,,"- 《去唱卡拉OK吧！》x 招财猫卡拉OK 联名活动  8/7/2025
使用Kyokunavi app预订并演唱指定歌曲，即可获得专属福利 - 手机壁纸！
步骤1
下载Kyokunavi app！
步骤2
选择JOYSOUND包厢，并使用Kyokunavi app
通过手机预订指定歌曲
步骤3
演唱结束后，将显示下载页面。"
186.jpg,,成田狂儿/冈聪实/目高优一/二阶堂明 单人明信片,纸片子,"去唱卡拉OK吧（动画）, 为你着迷（漫画）","成田狂儿, 冈聪实, 二阶堂明, 目高优一","狂儿 唱红 , 聪实 合唱团, 二阶堂 目高 冰淇淋",,,10/11/2025,N/A 赠品,日本,https://www.animatetimes.com/news/details.php?id=1755572661,,,,"活动时间： 2025年10月11日至11月3日
地点：全国Animate实体店及Animate线上商店
活动详情：活动期间，凡购买或预订《去唱卡拉OK吧！》或《为你着迷。》相关角色周边商品，且每消费满1100日元（含税）订金；或购买或预订书籍（需消费满1100日元（含税）订金）；或购买或预订Gratte食品、饮料或付费特典（需消费满1100日元订金），即可获赠明信片一张（共4款）。
特典内容：明信片（共4款）
*特典不可选择。"
187.jpg,,成田狂儿/冈聪实/目高优一/二阶堂明 透明单人杯垫（共4款）加购特典,杯垫 杯套,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实, 二阶堂明, 目高优一","狂儿 唱红 , 聪实 合唱团, 二阶堂 目高 冰淇淋",,カラオケ行こ！ 动画CAFE,10/11/2025,500,日本,https://www.animate.co.jp/en/gratte/27653/,,,,"- 动画《去唱卡拉OK吧！》x Gratte 联名咖啡 10/11/2025

有偿特典，500日元加购"
188.jpg,パスケース：Ｃ岡聡実,证件套：C款 冈聪实,证件套,去唱卡拉OK吧（电影）,冈聪实,,,,,1100,日本,https://www.manga10.com/product/4595557874106,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025

尺寸：150mm"
189.jpg,パスケース：Ｂ成田狂児,证件套：B款 成田狂儿,证件套,去唱卡拉OK吧（电影）,成田狂儿,,,,,1100,日本,https://www.manga10.com/product/4595557874090,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025

尺寸：150mm"
190.jpg,パスケース：Ａロゴ,证件套：A款 去唱卡拉OK吧,证件套,去唱卡拉OK吧（电影）,,,,,,1100,日本,https://www.manga10.com/product/4595557874083,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025

尺寸：150mm"
191.jpg,マルチケース：Aロゴ,多功能收纳包：A款 去唱卡拉OK吧 Logo,包包 收纳袋,去唱卡拉OK吧（电影）,,,,,,2750,日本,https://www.manga10.com/product/4595557874069,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025

尺寸：約H115mm×Ｗ280ｍ"
192.jpg,やったんぽぽトートバック,蒲公英音乐教室 帆布手提袋,包包 收纳袋,去唱卡拉OK吧（电影）,,,,,,2860,日本,https://www.manga10.com/product/4595557874052,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025

尺寸：約H290mm×Ｗ360ｍ"
193.jpg,ビンテージ風Ｔシャツ,复古风T恤,衣服,去唱卡拉OK吧（电影）,,,,,,5830,日本,https://www.manga10.com/product/4595557874038,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025

尺寸：均码(Ｌ)"
194.jpg,アンブレラマーカー：C,雨伞挂件：C款 去唱卡拉OK吧,配饰,去唱卡拉OK吧（电影）,,,,,2/16/2024,440,日本,https://www.manga10.com/product/mgt-00003031,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：W21×H69mm"
